año;mes;id_vu;razon_social;rut_razon_social;nombre_establecimiento;rubro;rubro_id;ciiu4;ciiu4_id;ciiu6;ciiu6_id;region;region_id;provincia;comuna;codigo_unico_territorial;latitud;longitud;rol_establecimiento;declaracion_id;tipo_recepcion;cantidad_toneladas;tratamiento_n1_id;tratamiento_n1_name;tratamiento_n2_id;tratamiento_n2_name;tratamiento_n3_id;tratamiento_n3_name;ler;ler_numero;ler_capitulo;ler_numero_capitulo;ler_subcapitulo;ler_numero_subcapitulo;trazabilidad__id_vu;trazabilidad__nombre_establecimiento;trazabilidad__razon_social;trazabilidad__comuna;trazabilidad__region;trazabilidad__pais
2014;0;1664;SIKA S A CHILE;91947000-3;FABRICA DE PRODUCTOS QUIMICOS PARA LA CONSTRUCCION;Industria química, de plástico y caucho;;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de otros productos químicos n.c.p.;C202909;Metropolitana de Santiago;13;Santiago;San Joaquín;13129;-33,4791528;-70,64129431;Generador Industrial;;;34;1;Eliminación;3;Disposición final;33;Depósito de Seguridad;Residuos no especificados en otra categoría;70799;Residuos de procesos químicos orgánicos;7;Residuos de la FFDU de productos químicos resultantes de la química fina y productos químicos no especificados en otra categoría;7;2289604;PLANTA ANTOFAGASTA;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;5458331;RENDIC HERMANOS S A;81537600-5;LONTUE;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Maule;7;Curicó;Molina;7304;-34,98595098;-71,24177866;Generador Industrial;;;34;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5453387;R R DONNELLEY CHILE LIMITADA;78499690-5;RR DONNELLEY CHILE LTDA;Otras industrias manufactureras;;Actividades de servicios relacionadas con la impresión;C1812;Actividades de servicios relacionadas con la impresión;C181200;Metropolitana de Santiago;13;Maipo;San Bernardo;13401;-33,55308209;-70,72109138;Generador Industrial;;;34;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;PACHIPE LTDA;;;
2014;0;4586062;EMPRESA NACIONAL DEL PETROLEO;92604000-6;LAREDO;Minería;;Extracción de petróleo crudo;B0610;Extracción de petróleo crudo;B061000;Magallanes y de la Antártica Chilena;12;Magallanes;Punta Arenas;12101;-52,95403226;-70,81991158;Generador Industrial;;;34;;;;;;;Residuos no especificados en otra categoría;50799;Residuos del refino de petróleo, purificación del gas natural y tratamiento pirolítico del carbón;5;Residuos de la purificación y transporte de gas natural;7;;;MUNICIPALIDAD DE PUNTA ARENAS;;;
2014;0;5402622;RENDIC HERMANOS S A;81537600-5;CALBUCO II;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Los Lagos;10;Llanquihue;Calbuco;10102;-41,76918722;-73,12711876;Generador Industrial;;;34;;;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;;VERTEDERO  MUNICIPAL LAGUNITAS ;;;
2014;0;5462182;SALMONES AYSEN S.A.;76650680-1;PLANTA SALMONES AYSEN;Otras industrias manufactureras;;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Los Lagos;10;Llanquihue;Puerto Montt;10101;-41,4613505;-72,98196806;Generador Industrial;;;33,98;;;;;;;Residuos de plásticos (excepto embalajes);20104;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;PLASTISUR LIMITADA;;;
2014;0;320;INTERNATIONAL PAPER CARTONES LIMITADA;96584300-0;INTERNATIONAL PAPER CARTONES LTDA;Industria del papel y celulosa;;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C1702;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C170200;Libertador General Bernardo O'Higgins;6;Cachapoal;Graneros;6106;-34,08746284;-70,71619343;Generador Industrial;;;33,9;;;;;;;Residuos no especificados en otra categoría;30399;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;;;EXEQUIEL SANCHEZ LAZO;;;
2014;0;5452734;CERMAQ CHILE S.A.;79784980-4;CENTRO LINGUAR;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Palena;Hualaihué;10403;-42,06002492;-72,6289368;Generador Industrial;;;12;;;;;;;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;TRATAMIENTOS DEL PACIFICO S.A.;;;
2014;0;5442198;LANDCATCH CHILE S.A.;76090483-K;PISCICULTURA LAS VERTIENTES;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;La Araucanía;9;Cautín;Cunco;9103;-38,96173009;-72,03382338;Generador Industrial;;;33,871;2;Valorización;8;Reciclaje;15;Reciclaje de residuos hidrobiológicos para consumo animal;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4605;LOS GLACIARES;LOS GLACIARES S A;Puerto Montt;Los Lagos;Chile
2014;0;92303;EASY S A;96671750-5;EASY PUERTO MONTT;Comercio minorista;;Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados;G4752;Venta al por menor de artículos de ferretería y materiales de construcción;;Los Lagos;10;Llanquihue;Puerto Montt;10101;-41,46846368;-72,93316632;Generador Industrial;;;33,83;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5462303;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago;Chile
2014;0;4585695;LESAFFRE INDUSTRIAL CHILE S.A;78382760-3;GIST BROCADES CHILE S.A.;Comercio mayorista;;Venta al por mayor de alimentos, bebidas y tabaco;G4630;Venta al por mayor de frutas y verduras;G463011;Metropolitana de Santiago;13;Santiago;Quilicura;13125;-33,3666698;-70,73333872;Generador Industrial;;;33,82;;;;;;;Lodos del tratamiento in situ de efluentes;20301;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;;;KIMICA CHILE;;;
2014;0;5452563;BUSES METROPOLITANA S A;99557440-3;TERMINAL SANTA ANA;Otras actividades;;Transporte interurbano de pasajeros por ferrocarril;H4911;Transporte interurbano de pasajeros por ferrocarril;H491100;Metropolitana de Santiago;13;Santiago;Maipú;13119;-33,47490101;-70,76495457;Generador Industrial;;;33,8;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos biodegradables de cocinas y restaurantes;200108;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;72606;COPEFRUT S A;81836000-2;PLANTA LINARES;Otras industrias manufactureras;;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Maule;7;Linares;Linares;7401;-35,80264043;-71,65465747;Generador Industrial;;;33,79;1;Eliminación;3;Disposición final;11;Relleno sanitario;Materiales inadecuados para el consumo o la elaboración;20304;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;11465;MERMELADAS MEL LTDA;78304700-4;MEL ALIMENTOS SPA;Otras industrias manufactureras;;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Metropolitana de Santiago;13;Santiago;Huechuraba;13107;-33,37129912;-70,64771356;Generador Industrial;;;33,78;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos de conservantes;20302;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;105675;RECYCLA CHILE S A;99523500-5;RECYCLA CHILE SA;Comercio mayorista;;Venta al por mayor de computadores, equipo periférico y programas informáticos;G4651;Venta al por mayor de computadores, equipo periférico y programas informáticos;G465100;Metropolitana de Santiago;13;Santiago;Pudahuel;13124;-33,38152274;-70,77543759;Generador Industrial;;;33,76;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5441913;EWOS CHILE ALIMENTOS LIMITADA;77424780-7;EWOS CHILE ALIMENTOS LIMITADA;Otras industrias manufactureras;;Elaboración de piensos preparados para animales;C1080;Elaboración de piensos preparados para animales;C108000;Biobío;8;Concepción;Coronel;8102;-36,95400718;-73,16579945;Generador Industrial;;;33,73;;;;;;;Madera distinta de la especificada en el código 20 01 37;200138;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;INDUGRAS SA;;;
2014;0;99613;CORPESCA S A;96893820-7;PLANTA CENTRO;Pesca y acuicultura;;Pesca marítima;A0311;Pesca marítima industrial, excepto de barcos factoría;A031110;Tarapacá;1;Iquique;Iquique;1101;-20,20229844;-70,13981909;Generador Industrial;;;33,64;;;;;;;Residuos biodegradables de cocinas y restaurantes;200108;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;SERVI ASEOS;;;
2014;0;244977;ACCOLADE WINES CHILE SPA;96861750-8;VIÑA ANAKENA;Otras industrias manufactureras;;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Libertador General Bernardo O'Higgins;6;Cachapoal;Requínoa;6116;-34,30496634;-70,77119801;Generador Industrial;;;33,62;1;Eliminación;3;Disposición final;11;Relleno sanitario;Materiales inadecuados para el consumo o la elaboración;20704;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;5457604;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Rancagua;Libertador Gral. Bernardo O'Higgins;Chile
2014;0;84987;CITROEN CHILE SAC;93435000-6;SUCURSAL PANAMERICANA;Ventas y mantención de vehículos automotores;;Mantenimiento y reparación de vehículos automotores;G4520;Mantenimiento y reparación de vehículos automotores;G452002;Metropolitana de Santiago;13;Santiago;Conchalí;13104;-33,3737677;-70,69345225;Generador Industrial;;;33,6;1;Eliminación;3;Disposición final;11;Relleno sanitario;Otras fracciones no especificadas en otra categoría;200199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5457683;PLANTA DE TRATAMIENTO INTEGRAL DE RESIDUOS CERROS LA LEONA;GESTION ECOLOGICA DE RESIDUOS S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;89096;GASCO GLP S A;96568740-8;PLANTA ENVASADO BELLOTO;Otras centrales de generación eléctrica;;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales hidroeléctricas;D351011;Valparaíso;5;Marga Marga;Quilpué;5801;-33,03826135;-71,4173862;Generador Industrial;;;33,6;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos municipales no especificados en otra categoría;200399;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5452216;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A;Valparaíso;Valparaíso;Chile
2014;0;5452692;INDUSTRIA DE PLASTICOS SERPLAS S A;85172100-2;INDUSTRIA DE PLASTICOS SERPLAS S A;Industria química, de plástico y caucho;;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;Metropolitana de Santiago;13;Santiago;Quilicura;13125;-33,37666301;-70,76017239;Generador Industrial;;;33,6;;;;;;;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;RECUPAC S.A.;;;
2014;0;386034;BRUNO FRITSCH S.A.;84807200-1;BRUNO FRITSCH LTDA;Ventas y mantención de vehículos automotores;;Venta de vehículos automotores;G4510;Venta al por mayor de vehículos automotores;G451001;Metropolitana de Santiago;13;Santiago;Las Condes;13114;-33,39508606;-70,54784163;Generador Industrial;;;33,6;1;Eliminación;3;Disposición final;11;Relleno sanitario;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;5468326;CONSTRUMART S A;96511460-2;CONSTRUMART OSORNO;Comercio minorista;;Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados;G4752;Venta al por menor de artículos de ferretería y materiales de construcción;;Los Lagos;10;Osorno;Osorno;10301;-40,57627707;-73,11334319;Generador Industrial;;;33,6;1;Eliminación;3;Disposición final;12;Vertedero;Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04;30105;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la transformación de la madera y de la producción de tableros y muebles;1;5463828;VERTEDERO CURACO OSORNO;I MUNICIPALIDAD DE OSORNO;Osorno;Los Lagos;Chile
2014;0;4587396;EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A;96579800-5;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, MAULLIN;Captación, tratamiento y distribución de agua;;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;Los Lagos;10;Llanquihue;Maullín;10108;-41,64477607;-73,59113406;Generador Industrial;;;33,5;;;;;;;Residuos de cribado;190801;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;;;SOCIEDAD DE INVERSIONES TRESOL LTDA.;;;
2014;0;245293;PISCICULTURA LICAN LIMITADA;76024330-2;PISCICULTURA CUINCO;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Ríos;14;Ranco;La Unión;14201;-40,29527859;-73,0793243;Generador Industrial;;;33,5;2;Valorización;8;Reciclaje;27;Compostaje;Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan;20106;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;5458171;PLANTA RILESUR;RESIDUOS INDUSTRIALES DEL SUR LTDA;Paillaco;Los Ríos;Chile
2014;0;5461589;AGRICOLA CHOROMBO S A;83659400-2;PELARCO2;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Maule;7;Talca;Pelarco;7106;-35,36596661;-71,29389497;Generador Industrial;;;33,5;;;;;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;AGRICOLA CHOROMBO S.A.;;;
2014;0;5401940;BOPP CHILE S.A.;76264035-K;BOPP CHILE S.A.;Industria química, de plástico y caucho;;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;Metropolitana de Santiago;13;Santiago;Quilicura;13125;-33,33948088;-70,70722851;Generador Industrial;;;33,28;1;Eliminación;48;Pretratamiento;49;Residuos Voluminosos;Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04;30105;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la transformación de la madera y de la producción de tableros y muebles;1;;;MARIO PASCUAL  ZUÑIGA  ARAYA;;;
2014;0;4586100;CMPC MADERAS S A;95304000-K;REMANUFACTURA LOS ANGELES;Industria de la madera y silvicultura;;Fabricación de partes y piezas de carpintería para edificios y construcciones;C1622;Fabricación de partes y piezas de carpintería para edificios y construcciones;C162200;Biobío;8;Biobío;Los Angeles;8301;-37,33814693;-72,37800799;Generador Industrial;;;33,49;;;;;;;Plásticos;200139;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;TALLER DE ESTRUCTURAS SOLDADURAS Y COMPRAVENTA DE CHATARRAS Y EXCEDENTES INDUSTRIALES NO CONTAMINANT;;;
2014;0;4585866;EMPRESAS AQUACHILE S A;86247400-7;EL AVELLANO;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del General Carlos Ibáñez del Campo;11;Aisén;Cisnes;11202;-44,75000452;-72,70000293;Generador Industrial;;;33,46;2;Valorización;8;Reciclaje;15;Reciclaje de residuos hidrobiológicos para consumo animal;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4605;LOS GLACIARES;LOS GLACIARES S A;Puerto Montt;Los Lagos;Chile
2014;0;5461667;AGRICOLA CHOROMBO S A;83659400-2;LAS MERCEDES;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Metropolitana de Santiago;13;Melipilla;María Pinto;13504;-33,48783918;-71,18891373;Generador Industrial;;;33,41;;;;;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;AGRICOLA CHOROMBO S.A.;;;
2014;0;4613;COMERCIALIZADORA NUTRECO CHILE LIMITADA;96701530-K;COMERCIALIZADORA NUTRECO LTDA;Otras industrias manufactureras;;Elaboración de piensos preparados para animales;C1080;Elaboración de piensos preparados para animales;C108000;Los Lagos;10;Osorno;Osorno;10301;-40,58901721;-73,09867555;Generador Industrial;;;33,4;;;;;;;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;RECUPERADORA RAHUE;;;
2014;0;5401795;AGUAS ARAUCANIA S.A.;76215637-7;PLANTA DE TRATAMIENTO DE DE AGUAS SERVIDAS - VILCUN;Plantas de tratamiento de aguas servidas;;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;La Araucanía;9;Cautín;Vilcún;9119;-38,67207693;-72,23616169;Generador Industrial;;;33,4;;;;;;;Residuos de cribado;190801;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;;;ILUSTRE MUNICIPALIDAD DE VILCÚN;;;
2014;0;5459675;WATT'S  S.A.;84356800-9;WATTS BUIN;Otras industrias manufactureras;;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Metropolitana de Santiago;13;Maipo;Buin;13402;-33,76255769;-70,74292076;Generador Industrial;;;33,39;;;;;;;Materiales inadecuados para el consumo o la elaboración;20304;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;;;AGRICOLA EL REMULEQUE LTDA;;;
2014;0;2508;VINA CONCHA Y TORO S A;90227000-0;PLANTA LONTUE;Otras industrias manufactureras;;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Maule;7;Curicó;Molina;7304;-35,06367486;-71,27152155;Generador Industrial;;;33,38;;;;;;;Residuos no especificados en otra categoría;20799;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;;;LUCY HERNANDEZ GONZALEZ;;;
2014;0;5452725;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;MARTA 110071;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del General Carlos Ibáñez del Campo;11;Aisén;Cisnes;11202;-44,83757815;-72,99967782;Generador Industrial;;;33,33;;;;;;;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;LOS GLACIARES S.A.;;;
2014;0;5458612;BUSES VULE S.A.;76071048-2;TERMINAL PLAZA OESTE;Otras actividades;;Transporte interurbano de pasajeros por ferrocarril;H4911;Transporte interurbano de pasajeros por ferrocarril;H491100;Metropolitana de Santiago;13;Santiago;Cerrillos;13102;-33,51518335;-70,71039262;Generador Industrial;;;33,3;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos no especificados de otra forma;160199;Residuos no especificados en otro capítulo de la lista;16;Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5401823;AGUAS ARAUCANIA S.A.;76215637-7;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - COLLIPULLI;Plantas de tratamiento de aguas servidas;;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;La Araucanía;9;Malleco;Collipulli;9202;-37,94863321;-72,45168932;Generador Industrial;;;33,3;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos de desarenado;190802;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;33161;PLANTA COPIULEMU;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;5457609;MTE CEMCOGAS S.A.;76124942-8;MTE CEMCOGAS MAIPU;Otras industrias manufactureras;;Fabricación de tanques, depósitos y recipientes de metal;C2512;Fabricación de recipientes de metal para gases comprimidos o licuados;C251201;Metropolitana de Santiago;13;Santiago;Maipú;13119;-33,51576264;-70,73487513;Generador Industrial;;;33,2;1;Eliminación;3;Disposición final;33;Depósito de Seguridad;Otras escorias;100809;Residuos de procesos térmicos;10;Residuos de la termometalurgia de otros metales no férreos;8;90327;PLANTA PUDAHUEL;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;244655;MARUBENI HOLDING LIMITADA;78595410-6;MARUBENI HOLDING LTDA;Ventas y mantención de vehículos automotores;;Venta de vehículos automotores;G4510;Venta al por mayor de vehículos automotores;G451001;Metropolitana de Santiago;13;Santiago;Macul;13118;-33,48179086;-70,62106849;Generador Industrial;;;33,11;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos municipales no especificados en otra categoría;200399;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE SA;Las Condes;Metropolitana de Santiago;Chile
2014;0;5442981;AUSTRALIS MAR S.A.;76003885-7;BURR;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del Gral. Carlos Ibañez del Campo;;Aysén;Aysén;11201;-45,63900653;-74,49280357;Generador Industrial;;;33,1;;;;;;;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;SERVICIOS INDUSTRIALES BAHAMONDE LTDA;;;
